25,25,45
25,25,45
25,25,45
25,25,45
25,25,5
25,25,5
25,25,5
25,25,5
25,45,25
25,45,25
25,5,25
25,5,25
25,45,25
25,45,25
25,5,25
25,5,25
25,25,45
25,25,45
25,25,45
25,25,45
25,25,5
25,25,5
25,25,5
25,25,5
25,45,25
25,45,25
25,5,25
25,5,25
25,45,25
25,45,25
25,5,25
25,5,25
45,25,25
5,25,25
45,25,25
5,25,25
45,25,25
5,25,25
45,25,25
5,25,25
45,25,25
5,25,25
45,25,25
5,25,25
45,25,25
5,25,25
45,25,25
5,25,25
25,26,45
25,26,45
25,24,45
25,24,45
25,26,5
25,26,5
25,24,5
25,24,5
25,45,26
25,45,26
25,5,26
25,5,26
25,45,24
25,45,24
25,5,24
25,5,24
26,25,45
24,25,45
26,25,45
24,25,45
26,25,5
24,25,5
26,25,5
24,25,5
26,45,25
24,45,25
26,5,25
24,5,25
26,45,25
24,45,25
26,5,25
24,5,25
45,25,26
5,25,26
45,25,26
5,25,26
45,25,24
5,25,24
45,25,24
5,25,24
45,26,25
5,26,25
45,24,25
5,24,25
45,26,25
5,26,25
45,24,25
5,24,25
26,26,45
24,26,45
26,24,45
24,24,45
26,26,5
24,26,5
26,24,5
24,24,5
26,45,26
24,45,26
26,5,26
24,5,26
26,45,24
24,45,24
26,5,24
24,5,24
26,26,45
24,26,45
26,24,45
24,24,45
26,26,5
24,26,5
26,24,5
24,24,5
26,45,26
24,45,26
26,5,26
24,5,26
26,45,24
24,45,24
26,5,24
24,5,24
45,26,26
5,26,26
45,24,26
5,24,26
45,26,24
5,26,24
45,24,24
5,24,24
45,26,26
5,26,26
45,24,26
5,24,26
45,26,24
5,26,24
45,24,24
5,24,24
25,27,45
25,27,45
25,23,45
25,23,45
25,27,5
25,27,5
25,23,5
25,23,5
25,45,27
25,45,27
25,5,27
25,5,27
25,45,23
25,45,23
25,5,23
25,5,23
27,25,45
23,25,45
27,25,45
23,25,45
27,25,5
23,25,5
27,25,5
23,25,5
27,45,25
23,45,25
27,5,25
23,5,25
27,45,25
23,45,25
27,5,25
23,5,25
45,25,27
5,25,27
45,25,27
5,25,27
45,25,23
5,25,23
45,25,23
5,25,23
45,27,25
5,27,25
45,23,25
5,23,25
45,27,25
5,27,25
45,23,25
5,23,25
26,27,45
24,27,45
26,23,45
24,23,45
26,27,5
24,27,5
26,23,5
24,23,5
26,45,27
24,45,27
26,5,27
24,5,27
26,45,23
24,45,23
26,5,23
24,5,23
27,26,45
23,26,45
27,24,45
23,24,45
27,26,5
23,26,5
27,24,5
23,24,5
27,45,26
23,45,26
27,5,26
23,5,26
27,45,24
23,45,24
27,5,24
23,5,24
45,26,27
5,26,27
45,24,27
5,24,27
45,26,23
5,26,23
45,24,23
5,24,23
45,27,26
5,27,26
45,23,26
5,23,26
45,27,24
5,27,24
45,23,24
5,23,24
27,27,45
23,27,45
27,23,45
23,23,45
27,27,5
23,27,5
27,23,5
23,23,5
27,45,27
23,45,27
27,5,27
23,5,27
27,45,23
23,45,23
27,5,23
23,5,23
27,27,45
23,27,45
27,23,45
23,23,45
27,27,5
23,27,5
27,23,5
23,23,5
27,45,27
23,45,27
27,5,27
23,5,27
27,45,23
23,45,23
27,5,23
23,5,23
45,27,27
5,27,27
45,23,27
5,23,27
45,27,23
5,27,23
45,23,23
5,23,23
