24,6,7
6,6,7
6,24,7
24,24,23
24,23,6
24,7,6
24,7,24
6,7,6
6,7,24
7,6,6
7,24,6
7,6,24
7,24,24
23,7,7
7,23,7
7,7,23
7,23,23
24,7,23
23,7,23
6,7,7
6,23,7
7,6,7
23,6,24
7,24,7
7,6,23
23,7,6
7,7,6
7,23,6
23,23,24
25,25,8
25,5,8
5,8,5
5,22,5
5,22,25
22,25,5
22,5,5
22,5,25
25,24,8
25,6,8
25,6,22
5,6,8
5,24,8
5,24,22
25,24,22
25,8,6
23,23,7
25,8,24
5,8,6
5,22,6
5,8,24
5,5,8
25,22,24
24,5,8
24,5,22
6,5,8
6,25,8
6,5,22
6,25,22
24,22,5
24,8,5
6,8,5
6,22,5
6,8,25
22,25,6
22,5,6
22,5,24
8,5,6
22,24,5
22,6,25
8,6,5
8,24,5
25,7,8
23,6,23
25,7,22
5,7,8
5,23,8
5,7,22
25,8,7
25,8,23
23,25,8
7,5,22
7,8,5
7,8,25
7,22,25
23,22,25
22,5,23
8,5,7
8,5,23
22,7,5
8,7,5
8,23,25
22,23,25
22,8,22
8,8,22
8,22,22
22,22,22
23,22,8
23,8,8
23,8,22
7,8,22
22,23,8
22,7,8
22,7,22
8,23,22
22,22,7
22,8,7
8,8,7
8,8,23
8,22,23
22,22,23
24,8,8
24,22,25
6,8,8
24,22,22
22,24,8
22,6,8
22,6,22
8,6,22
8,8,6
6,22,22
8,8,24
8,22,24
22,22,24
25,8,8
22,8,8
25,8,22
5,8,8
5,22,8
5,22,22
25,22,22
22,25,8
8,25,8
8,5,22
8,25,22
5,23,22
22,25,22
22,22,5
22,8,5
8,8,5
5,5,9
25,25,21
5,21,25
21,5,5
21,5,25
9,25,5
9,5,25
22,23,22
25,24,9
25,6,9
5,6,21
21,25,5
5,24,21
23,22,22
25,24,21
25,22,5
25,9,6
25,9,24
5,9,6
6,23,23
8,24,8
5,9,24
9,5,5
5,21,24
25,21,24
24,5,9
24,5,21
6,5,21
6,25,21
24,25,21
6,9,5
6,9,25
21,5,24
9,5,6
9,25,24
21,6,5
9,24,5
21,24,25
25,23,9
5,6,9
25,7,9
22,5,8
25,21,5
25,7,21
5,23,9
5,7,21
6,22,25
8,8,25
5,23,21
25,23,21
25,21,7
25,9,7
5,8,22
5,21,7
5,9,23
23,25,9
23,5,21
7,5,21
7,25,21
23,21,5
7,21,5
23,21,25
21,25,7
21,5,7
9,5,23
24,9,25
21,25,23
21,7,5
9,7,5
22,25,7
9,23,5
9,7,25
9,23,25
21,23,25
5,8,9
5,22,9
5,8,21
25,9,8
25,8,5
25,9,22
5,9,22
5,21,22
25,21,22
24,25,22
22,5,9
25,5,9
22,5,21
8,5,9
8,25,9
8,5,21
8,25,21
22,25,21
8,9,25
21,5,8
9,5,22
21,22,5
8,7,8
9,22,5
9,22,25
21,22,25
7,5,8
22,21,5
24,21,9
24,9,9
24,9,21
6,9,21
21,24,9
23,23,6
9,6,9
23,24,24
9,6,21
9,8,5
21,21,6
21,9,6
21,9,24
9,21,6
21,21,24
25,21,9
25,9,21
21,25,8
5,9,9
5,9,21
5,21,21
21,25,9
21,5,9
24,25,8
22,24,22
21,5,21
9,5,21
9,25,21
21,25,21
9,9,25
9,21,25
21,21,25
25,22,25
25,5,10
5,5,10
5,5,20
5,25,20
25,25,20
22,25,9
25,20,5
25,10,25
8,22,6
5,10,5
20,25,5
20,5,5
10,5,5
10,25,5
10,5,25
25,24,10
5,24,10
5,6,20
21,21,5
5,24,20
25,24,20
25,20,6
25,10,6
25,10,24
23,8,5
5,10,24
5,20,24
24,25,10
6,5,10
6,25,10
25,22,8
6,5,20
6,25,20
5,10,6
24,25,20
24,20,5
24,10,5
6,10,5
6,10,25
24,20,25
9,9,6
10,25,6
10,5,24
20,24,5
20,6,5
20,6,25
10,6,5
10,24,25
25,23,10
22,22,8
25,7,20
5,7,10
5,23,10
25,23,20
25,20,7
20,25,24
25,10,7
9,25,8
6,20,5
25,10,23
5,6,10
5,10,7
23,5,20
7,5,10
7,5,20
7,25,20
23,25,20
21,25,25
23,10,5
7,10,5
7,20,5
23,20,25
10,5,7
24,21,25
10,25,7
20,25,23
5,25,22
22,8,23
20,23,5
25,8,21
10,23,5
10,23,25
25,9,10
25,20,9
5,10,9
5,21,6
5,20,21
21,25,10
25,6,20
21,5,10
9,25,10
24,21,21
9,5,20
21,25,20
21,10,25
9,10,25
9,20,25
22,9,5
21,20,25
20,25,9
6,23,24
6,8,22
20,5,9
5,8,25
10,25,9
9,6,5
23,5,10
10,25,21
22,5,22
25,10,9
20,25,21
20,21,5
5,20,25
20,9,5
10,9,5
25,21,10
10,21,5
10,9,25
10,21,25
20,21,25
10,7,5
25,10,20
5,5,14
17,5,25
9,25,25
25,7,10
13,5,5
13,25,5
25,13,6
25,19,22
25,13,24
22,25,16
5,22,24
25,16,7
20,25,25
5,13,24
25,7,17
5,17,24
18,5,21
24,5,20
5,6,12
6,5,13
16,22,25
25,8,9
20,24,25
6,5,17
5,17,25
8,22,7
24,25,17
23,25,13
9,5,12
24,13,5
5,20,6
8,19,5
17,25,24
17,24,5
18,25,7
25,6,11
25,7,13
25,23,22
21,12,25
5,13,23
19,25,7
25,19,5
23,5,13
16,25,22
24,23,7
25,10,5
23,25,16
7,5,17
5,17,7
24,22,8
10,5,23
23,17,5
9,9,24
25,21,21
5,6,17
5,18,7
5,22,21
10,25,19
5,8,19
10,20,25
7,17,25
8,22,25
5,7,13
25,5,13
7,5,9
13,25,7
7,14,5
13,24,5
13,23,25
21,5,6
17,23,25
5,24,13
7,15,5
23,5,8
25,9,13
10,5,11
5,9,5
19,7,25
5,21,13
13,25,24
8,22,8
9,5,24
17,5,23
5,13,9
23,25,10
24,25,13
5,9,10
21,5,13
21,5,17
25,21,8
5,24,16
21,17,5
22,6,5
20,5,10
21,13,5
9,21,24
21,13,25
5,6,22
5,9,13
9,17,5
12,7,5
22,25,24
5,24,18
17,25,5
17,21,25
13,6,25
23,14,5
5,7,17
23,19,5
17,25,23
17,25,9
25,24,13
17,5,9
23,17,25
14,25,23
23,20,5
13,5,21
9,8,25
14,5,22
9,13,25
20,25,19
17,21,5
18,23,25
25,5,18
17,9,25
21,5,20
25,14,25
5,11,25
6,6,23
13,9,5
6,5,14
21,25,13
25,5,16
8,6,25
5,5,16
25,16,5
16,5,25
8,25,7
23,5,17
11,22,5
25,11,5
7,25,15
7,17,5
25,15,23
13,23,5
16,25,5
11,5,6
9,5,9
25,7,14
5,21,12
5,12,25
25,16,23
24,7,7
7,25,13
6,5,9
16,5,5
25,5,12
14,5,5
25,25,22
17,24,25
19,23,25
25,9,20
25,24,14
8,25,16
5,25,11
23,7,24
5,20,23
5,13,21
22,5,16
7,8,8
16,25,25
5,6,14
7,9,25
11,24,25
7,24,23
25,13,23
7,25,18
24,23,24
25,21,25
25,21,6
25,14,6
5,14,24
22,14,25
13,5,9
5,25,15
21,25,17
25,16,24
5,16,7
14,25,22
24,25,14
5,25,14
25,25,9
25,20,24
9,17,25
5,6,18
24,21,5
24,5,14
24,25,16
5,20,7
5,10,23
6,14,5
8,7,22
23,19,25
13,5,6
7,22,8
25,6,10
17,25,21
5,15,5
7,16,25
7,25,9
16,22,5
24,16,25
5,14,8
5,11,6
24,17,5
7,25,14
6,15,25
5,20,5
5,5,13
19,24,25
8,8,8
25,24,17
5,5,11
23,6,7
8,25,25
17,25,7
25,9,17
25,13,21
25,23,13
18,7,25
5,6,15
7,25,17
25,9,5
25,20,23
13,5,23
20,19,25
23,24,6
5,22,23
22,5,14
21,24,5
5,24,12
9,5,7
7,13,25
5,15,25
25,14,8
22,15,25
22,16,25
25,15,25
23,23,23
22,23,5
6,25,16
10,7,25
17,7,5
14,8,25
5,7,14
15,23,5
6,11,5
25,17,9
25,22,6
25,9,25
5,11,8
14,7,25
21,5,23
25,10,10
11,6,5
6,5,16
10,5,9
14,8,5
19,5,10
5,9,25
9,25,13
20,25,20
9,5,10
6,25,17
8,5,8
16,5,6
8,5,11
22,22,6
20,5,23
17,5,7
24,10,25
6,14,25
5,24,19
15,5,25
25,6,13
18,7,5
24,5,15
18,5,24
25,14,24
17,6,25
11,23,25
15,8,5
13,25,6
25,21,17
6,18,25
15,7,25
25,10,19
24,16,5
23,5,22
5,15,8
20,19,5
13,6,5
25,19,7
25,22,7
25,15,24
25,25,15
25,16,25
15,24,5
16,8,25
23,24,7
23,25,21
14,25,5
9,24,21
25,11,23
9,24,9
14,5,23
5,9,8
5,25,16
25,13,7
24,25,19
9,25,7
21,6,21
5,19,6
5,7,15
25,23,8
25,12,25
15,5,24
5,19,10
24,5,19
19,5,5
14,25,8
11,25,24
23,18,25
24,15,25
25,15,22
24,17,25
18,25,9
25,5,19
13,25,25
22,25,25
17,5,24
5,17,21
25,16,22
25,11,25
5,16,6
9,6,25
25,6,17
22,25,15
14,5,6
12,21,5
5,17,6
21,25,24
22,5,15
20,5,6
6,19,25
15,25,7
6,12,5
5,17,5
25,8,25
24,13,25
14,24,5
19,8,25
21,20,5
13,21,5
24,5,10
9,18,5
22,8,6
25,18,6
16,23,5
19,5,25
23,5,15
5,19,20
15,25,25
9,20,5
20,9,25
25,17,6
21,12,5
8,5,24
25,23,15
17,5,6
15,22,25
15,5,22
24,24,7
14,23,5
5,25,10
20,25,10
9,25,6
15,22,5
25,21,13
5,21,23
6,25,14
25,21,12
10,6,25
14,24,25
8,21,25
24,14,5
25,17,7
